Kode Properti,Kecamatan, Price , Price_Sudah ,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Ruang Tamu,Jumlah Lantai,Terjangkau Internet,Kondisi Properti
P245,rungkut,800000000 ,800 ,2,1,100,100,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P246,rungkut,800000000 ,800 ,2,1,100,100,SHM - Sertifikat Hak Milik,2200,1,1,1,4
P247,sukomanunggal,800000000 ,800 ,3,1,100,95,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P248,tandes,800000000 ,800 ,3,2,101,130,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P249,sambikerep,800000000 ,800 ,3,2,102,125,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P250,wiyung,800000000 ,800 ,3,1,105,80,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P251,gubeng,800000000 ,800 ,3,1,112,120,"Lainnya (PPJB,Girik,Adat,dll)",1300,1,2,1,3
P252,pakal,800000000 ,800 ,2,1,120,100,SHM - Sertifikat Hak Milik,2200,1,1,0,2
P253,pakal,800000000 ,800 ,2,1,120,80,HGB - Hak Guna Bangunan,1300,1,1,0,2
P254,pakal,800000000 ,800 ,2,1,120,80,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P255,pakal,800000000 ,800 ,3,2,120,180,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P256,benowo,800000000 ,800 ,2,1,125,84,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P257,gubeng,800000000 ,800 ,6,3,133,189,"Lainnya (PPJB,Girik,Adat,dll)",1300,0,1,0,2
P258,sambikerep,800000000 ,800 ,3,2,135,220,SHM - Sertifikat Hak Milik,2200,1,1,0,2
P259,tenggilis mejoyo,810000000 ,810 ,2,2,84,54,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P260,sambikerep,810000000 ,810 ,3,2,102,125,SHM - Sertifikat Hak Milik,1300,0,1,0,4
P261,rungkut,815000000 ,815 ,3,2,52,70,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P262,rungkut,815000000 ,815 ,3,2,52,70,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P263,wiyung,815000000 ,815 ,3,2,52,70,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P264,tambaksari,817000000 ,817 ,3,2,90,61,SHM - Sertifikat Hak Milik,2200,0,1,1,4
P265,wonocolo,817000000 ,817 ,3,2,90,61,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P266,rungkut,825000000 ,825 ,2,1,90,70,SHM - Sertifikat Hak Milik,1300,0,1,1,3
P267,lakarsantri,825000000 ,825 ,2,1,98,77,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P268,dukuh pakis,825000000 ,825 ,7,1,100,90,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P269,rungkut,825000000 ,825 ,3,2,100,129,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P270,rungkut,825000000 ,825 ,3,1,100,55,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P271,rungkut,825000000 ,825 ,3,1,100,55,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P272,rungkut,825000000 ,825 ,3,1,100,55,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P273,rungkut,825000000 ,825 ,3,1,100,55,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P274,rungkut,825000000 ,825 ,3,1,100,55,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P275,rungkut,825000000 ,825 ,3,1,100,55,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P276,rungkut,825000000 ,825 ,3,1,100,55,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P277,rungkut,825000000 ,825 ,3,1,100,55,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P278,rungkut,825000000 ,825 ,3,1,100,55,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P279,rungkut,825000000 ,825 ,3,1,100,55,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P280,rungkut,825000000 ,825 ,3,1,100,55,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P281,rungkut,825000000 ,825 ,3,1,100,55,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P282,rungkut,825000000 ,825 ,3,1,100,55,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P283,rungkut,825000000 ,825 ,3,2,100,73,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P284,rungkut,825000000 ,825 ,3,2,100,73,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P285,gubeng,825000000 ,825 ,3,1,104,115,HP - Hak Pakai,1300,1,2,1,4
P286,wiyung,825000000 ,825 ,3,2,116,71,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P287,pakal,825000000 ,825 ,2,1,120,80,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P288,rungkut,826000000 ,826 ,3,2,52,70,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P289,rungkut,826000000 ,826 ,3,2,52,70,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P290,rungkut,833000000 ,833 ,3,1,90,90,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P291,sukolilo,835000000 ,835 ,3,2,63,60,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P292,sukolilo,835000000 ,835 ,3,2,63,60,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P293,sukolilo,835000000 ,835 ,3,2,63,60,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P294,gubeng,840000000 ,840 ,3,2,60,54,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P295,tenggilis mejoyo,850000000 ,850 ,3,2,45,85,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P296,lakarsantri,850000000 ,850 ,2,1,50,65,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P297,tambaksari,850000000 ,850 ,3,2,55,50,SHM - Sertifikat Hak Milik,1300,0,2,0,2
P298,wiyung,850000000 ,850 ,3,2,60,82,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P299,sukolilo,850000000 ,850 ,2,2,63,60,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P300,tambaksari,850000000 ,850 ,3,1,70,70,SHM - Sertifikat Hak Milik,1300,1,2,1,1
P301,rungkut,850000000 ,850 ,2,2,72,100,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P302,rungkut,850000000 ,850 ,2,2,72,100,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P303,rungkut,850000000 ,850 ,2,2,72,100,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P304,rungkut,850000000 ,850 ,2,2,72,100,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P305,rungkut,850000000 ,850 ,2,2,72,100,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P306,rungkut,850000000 ,850 ,2,2,72,100,SHM - Sertifikat Hak Milik,2200,1,1,1,4
P307,rungkut,850000000 ,850 ,2,2,72,100,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P308,rungkut,850000000 ,850 ,2,2,72,100,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P309,rungkut,850000000 ,850 ,2,2,72,100,SHM - Sertifikat Hak Milik,2200,1,2,0,4
P310,rungkut,850000000 ,850 ,2,1,72,80,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P311,tenggilis mejoyo,850000000 ,850 ,2,2,72,100,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P312,rungkut,850000000 ,850 ,4,3,79,120,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P313,sawahan,850000000 ,850 ,3,1,80,120,SHM - Sertifikat Hak Milik,1300,1,2,0,2
P314,wonocolo,850000000 ,850 ,3,2,80,70,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P315,kenjeran,850000000 ,850 ,2,1,81,84,SHM - Sertifikat Hak Milik,900,1,1,1,2
P316,rungkut,850000000 ,850 ,2,1,84,70,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P317,benowo,850000000 ,850 ,4,2,90,160,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P318,rungkut,850000000 ,850 ,2,1,90,90,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P319,sukolilo,850000000 ,850 ,2,2,90,60,"Lainnya (PPJB,Girik,Adat,dll)",1300,0,1,0,2
P320,tandes,850000000 ,850 ,4,2,90,160,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P321,wiyung,850000000 ,850 ,2,1,90,70,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P322,rungkut,850000000 ,850 ,3,2,91,95,SHM - Sertifikat Hak Milik,1300,0,2,0,4
P323,rungkut,850000000 ,850 ,2,1,91,77,SHM - Sertifikat Hak Milik,5500,0,1,0,2
P324,tambaksari,850000000 ,850 ,2,1,91,65,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P325,rungkut,850000000 ,850 ,2,2,100,72,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P326,rungkut,850000000 ,850 ,3,2,100,60,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P327,rungkut,850000000 ,850 ,3,2,100,60,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P328,tambaksari,850000000 ,850 ,2,1,100,90,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P329,sambikerep,850000000 ,850 ,3,2,102,125,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P330,rungkut,850000000 ,850 ,3,2,110,200,SHM - Sertifikat Hak Milik,2200,1,2,0,2
P331,tambaksari,850000000 ,850 ,3,2,110,100,SHM - Sertifikat Hak Milik,1300,1,1,1,3
P332,sawahan,850000000 ,850 ,3,2,111,90,SHM - Sertifikat Hak Milik,1300,0,1,1,3
P333,benowo,850000000 ,850 ,4,3,120,147,SHM - Sertifikat Hak Milik,2200,1,2,1,1
P334,pakal,850000000 ,850 ,2,1,120,80,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P335,tandes,850000000 ,850 ,2,1,124,57,SHM - Sertifikat Hak Milik,4400,1,1,1,2
P336,benowo,850000000 ,850 ,2,2,137,95,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P337,pakal,850000000 ,850 ,2,2,137,95,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P338,sambikerep,850000000 ,850 ,2,2,143,100,SHM - Sertifikat Hak Milik,1300,1,1,1,3
P339,benowo,850000000 ,850 ,5,2,144,175,SHM - Sertifikat Hak Milik,2200,1,2,1,3
P340,simokerto,850000000 ,850 ,4,1,169,182,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P341,rungkut,850000000 ,850 ,3,2,200,130,SHM - Sertifikat Hak Milik,2200,1,1,1,1
P342,wiyung,850000000 ,850 ,3,2,225,210,SHM - Sertifikat Hak Milik,3300,1,1,1,1
P343,wiyung,850000000 ,850 ,4,4,330,305,SHM - Sertifikat Hak Milik,4400,0,2,0,2
P344,rungkut,853000000 ,853 ,3,2,51,60,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P345,rungkut,853000000 ,853 ,3,2,51,60,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P346,rungkut,853000000 ,853 ,3,2,51,60,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P347,rungkut,857000000 ,857 ,3,1,100,66,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P348,kenjeran,865000000 ,865 ,3,2,55,80,SHM - Sertifikat Hak Milik,1300,1,2,0,4
P349,jambangan,865000000 ,865 ,2,1,72,60,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P350,tandes,865000000 ,865 ,2,1,78,80,SHM - Sertifikat Hak Milik,2200,0,1,1,2
P351,gubeng,865000000 ,865 ,3,2,90,72,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P352,rungkut,865000000 ,865 ,3,2,90,72,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P353,lakarsantri,870000000 ,870 ,2,2,50,52,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P354,lakarsantri,870000000 ,870 ,2,1,72,60,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P355,wiyung,870000000 ,870 ,3,1,90,90,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P356,gubeng,870000000 ,870 ,3,1,104,120,"Lainnya (PPJB,Girik,Adat,dll)",900,0,2,1,2
P357,gayungan,875000000 ,875 ,3,2,45,85,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P358,lakarsantri,875000000 ,875 ,2,2,50,52,SHM - Sertifikat Hak Milik,2200,1,2,0,2
P359,lakarsantri,875000000 ,875 ,2,2,50,52,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P360,wiyung,875000000 ,875 ,3,3,66,198,HGB - Hak Guna Bangunan,2200,1,3,0,2
P361,pakal,875000000 ,875 ,2,1,70,60,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P362,sambikerep,875000000 ,875 ,2,2,72,80,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P363,tambaksari,875000000 ,875 ,2,2,75,75,SHM - Sertifikat Hak Milik,2200,0,1,1,2
P364,rungkut,875000000 ,875 ,2,1,91,63,SHM - Sertifikat Hak Milik,5500,1,1,0,2
P365,jambangan,875000000 ,875 ,3,1,96,96,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P366,rungkut,875000000 ,875 ,2,2,100,75,SHM - Sertifikat Hak Milik,2200,0,1,1,2
P367,wiyung,875000000 ,875 ,3,3,180,260,SHM - Sertifikat Hak Milik,4400,1,1,0,3
P368,wiyung,875000000 ,875 ,4,4,328,450,SHM - Sertifikat Hak Milik,4400,1,2,1,2
P369,wiyung,875000000 ,875 ,4,4,328,450,SHM - Sertifikat Hak Milik,4400,1,2,1,2
P370,wiyung,875000000 ,875 ,4,4,328,450,SHM - Sertifikat Hak Milik,4400,1,2,1,2
P371,sukolilo,878000000 ,878 ,2,2,45,72,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P372,rungkut,880000000 ,880 ,3,3,52,72,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P373,rungkut,880000000 ,880 ,3,3,52,72,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P374,rungkut,880000000 ,880 ,2,2,52,72,SHM - Sertifikat Hak Milik,2200,1,2,0,4
P375,rungkut,880000000 ,880 ,3,3,52,72,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P376,benowo,884000000 ,884 ,2,2,72,68,HGB - Hak Guna Bangunan,2200,0,2,1,4
P377,jambangan,887000000 ,887 ,3,2,54,108,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P378,lakarsantri,888000000 ,888 ,2,2,105,90,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P379,rungkut,890000000 ,890 ,2,1,78,78,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P380,rungkut,890000000 ,890 ,3,2,91,95,SHM - Sertifikat Hak Milik,1300,0,2,1,4
P381,rungkut,890000000 ,890 ,2,1,108,70,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P382,rungkut,895000000 ,895 ,3,3,50,70,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P383,rungkut,895000000 ,895 ,3,3,58,70,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P384,rungkut,895000000 ,895 ,3,3,58,70,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P385,rungkut,895000000 ,895 ,4,3,79,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P386,rungkut,895000000 ,895 ,4,3,79,120,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P387,rungkut,895000000 ,895 ,4,3,79,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P388,rungkut,895000000 ,895 ,4,3,79,120,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P389,rungkut,898000000 ,898 ,2,3,45,77,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P390,kenjeran,898000000 ,898 ,2,1,48,65,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P391,gubeng,899000000 ,899 ,4,2,120,120,"Lainnya (PPJB,Girik,Adat,dll)",1300,0,1,1,2
P392,tegalsari,899000000 ,899 ,4,2,120,75,SHM - Sertifikat Hak Milik,2200,0,1,1,4
P393,tenggilis mejoyo,900000000 ,900 ,2,2,45,72,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P394,tambaksari,900000000 ,900 ,2,2,46,58,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P395,sukolilo,900000000 ,900 ,3,2,50,65,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P396,sukolilo,900000000 ,900 ,3,2,52,80,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P397,gayungan,900000000 ,900 ,3,2,60,60,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P398,lakarsantri,900000000 ,900 ,3,2,60,90,HGB - Hak Guna Bangunan,2200,0,2,0,4
P399,lakarsantri,900000000 ,900 ,2,1,60,54,HGB - Hak Guna Bangunan,2200,0,2,0,2
P400,benowo,900000000 ,900 ,2,1,72,72,SHM - Sertifikat Hak Milik,900,0,2,1,3
P401,lakarsantri,900000000 ,900 ,3,2,72,78,HGB - Hak Guna Bangunan,2200,1,2,1,4
P402,rungkut,900000000 ,900 ,2,1,72,72,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P403,wiyung,900000000 ,900 ,3,1,72,96,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P404,wiyung,900000000 ,900 ,3,1,72,98,HGB - Hak Guna Bangunan,2200,1,2,0,3
P405,kenjeran,900000000 ,900 ,3,2,78,156,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P406,kenjeran,900000000 ,900 ,3,2,78,156,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P407,kenjeran,900000000 ,900 ,3,2,78,156,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P408,benowo,900000000 ,900 ,2,2,84,120,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P409,rungkut,900000000 ,900 ,2,1,84,84,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P410,rungkut,900000000 ,900 ,2,2,84,75,SHM - Sertifikat Hak Milik,2200,1,1,0,2
P411,rungkut,900000000 ,900 ,3,1,84,64,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P412,rungkut,900000000 ,900 ,3,1,84,84,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P413,rungkut,900000000 ,900 ,2,1,84,84,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P414,rungkut,900000000 ,900 ,2,1,84,84,SHM - Sertifikat Hak Milik,1300,0,2,0,2
P415,tambaksari,900000000 ,900 ,3,2,84,100,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P416,wiyung,900000000 ,900 ,2,1,84,60,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P417,rungkut,900000000 ,900 ,2,1,90,70,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P418,sukolilo,900000000 ,900 ,3,1,90,56,HGB - Hak Guna Bangunan,1300,0,1,0,2
P419,sukolilo,900000000 ,900 ,2,2,90,70,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P420,wiyung,900000000 ,900 ,2,1,90,90,HGB - Hak Guna Bangunan,2200,0,1,0,2
P421,wiyung,900000000 ,900 ,3,1,90,90,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P422,wiyung,900000000 ,900 ,3,1,90,90,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P423,wiyung,900000000 ,900 ,3,1,90,120,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P424,wiyung,900000000 ,900 ,3,1,90,120,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P425,rungkut,900000000 ,900 ,3,2,91,95,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P426,rungkut,900000000 ,900 ,3,2,91,95,SHM - Sertifikat Hak Milik,1300,0,2,0,2
P427,kenjeran,900000000 ,900 ,4,3,96,180,SHM - Sertifikat Hak Milik,2200,0,2,0,4
P428,tambaksari,900000000 ,900 ,2,1,96,96,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P429,rungkut,900000000 ,900 ,4,2,97,90,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P430,semampir,900000000 ,900 ,3,1,100,70,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P431,sukomanunggal,900000000 ,900 ,3,1,100,95,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P432,tandes,900000000 ,900 ,3,2,100,185,SHM - Sertifikat Hak Milik,1300,1,1,0,2
P433,tenggilis mejoyo,900000000 ,900 ,4,2,100,120,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P434,tambaksari,900000000 ,900 ,3,2,101,95,SHM - Sertifikat Hak Milik,1300,1,1,1,4
P435,benowo,900000000 ,900 ,2,2,102,102,SHM - Sertifikat Hak Milik,1300,1,1,0,2
P436,benowo,900000000 ,900 ,2,1,105,105,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P437,rungkut,900000000 ,900 ,2,1,105,105,SHM - Sertifikat Hak Milik,1300,0,1,0,1
P438,wonocolo,900000000 ,900 ,3,3,105,100,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P439,wonocolo,900000000 ,900 ,3,3,105,100,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P440,wiyung,900000000 ,900 ,2,2,108,67,HGB - Hak Guna Bangunan,3500,1,2,1,2
P441,benowo,900000000 ,900 ,4,2,112,115,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P442,wiyung,900000000 ,900 ,3,1,120,90,SHM - Sertifikat Hak Milik,1300,1,1,0,2
P443,wiyung,900000000 ,900 ,3,3,129,159,HGB - Hak Guna Bangunan,2200,1,1,1,4
P444,wiyung,900000000 ,900 ,5,2,140,98,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P445,sambikerep,900000000 ,900 ,4,3,160,230,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P446,sambikerep,900000000 ,900 ,2,1,160,160,SHM - Sertifikat Hak Milik,1300,1,1,1,1
P447,wiyung,900000000 ,900 ,3,2,200,300,SHM - Sertifikat Hak Milik,2200,1,2,1,3
P448,kenjeran,915000000 ,915 ,3,2,50,70,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P449,rungkut,920000000 ,920 ,3,3,58,70,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P450,rungkut,920000000 ,920 ,3,3,70,90,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P451,lakarsantri,922000000 ,922 ,3,2,65,71,HGB - Hak Guna Bangunan,2200,0,2,0,4
P452,rungkut,925000000 ,925 ,3,3,52,88,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P453,rungkut,925000000 ,925 ,3,3,52,88,SHM - Sertifikat Hak Milik,2200,0,2,1,4
P454,rungkut,925000000 ,925 ,3,3,52,88,SHM - Sertifikat Hak Milik,2200,1,2,0,4
P455,sukolilo,925000000 ,925 ,2,1,69,50,HGB - Hak Guna Bangunan,1300,0,1,0,2
P456,sukolilo,925000000 ,925 ,3,1,72,90,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P457,rungkut,925000000 ,925 ,4,2,80,100,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P458,wiyung,925000000 ,925 ,2,1,81,60,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P459,wiyung,927000000 ,927 ,3,1,90,120,SHM - Sertifikat Hak Milik,3300,1,1,1,2
P460,wiyung,927000000 ,927 ,3,1,90,120,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P461,lakarsantri,949000000 ,949 ,2,3,63,66,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P462,sambikerep,950000000 ,950 ,2,2,48,62,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P463,kenjeran,950000000 ,950 ,3,3,50,60,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P464,lakarsantri,950000000 ,950 ,2,2,50,52,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P465,wiyung,950000000 ,950 ,3,3,50,110,HGB - Hak Guna Bangunan,3500,0,3,0,4
P466,lakarsantri,950000000 ,950 ,2,2,52,50,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P467,pakal,950000000 ,950 ,1,1,55,100,"Lainnya (PPJB,Girik,Adat,dll)",2200,0,1,0,2
P468,pakal,950000000 ,950 ,1,2,55,50,HGB - Hak Guna Bangunan,2200,0,2,1,4
P469,gubeng,950000000 ,950 ,3,2,56,80,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P470,sukolilo,950000000 ,950 ,3,1,59,90,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P471,lakarsantri,950000000 ,950 ,3,2,60,90,HGB - Hak Guna Bangunan,2200,1,2,1,4
P472,sukolilo,950000000 ,950 ,3,2,60,73,HGB - Hak Guna Bangunan,2200,0,2,0,2
P473,tambaksari,950000000 ,950 ,2,2,60,55,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P474,wiyung,950000000 ,950 ,3,2,72,91,SHM - Sertifikat Hak Milik,1300,0,2,1,4
P475,gubeng,950000000 ,950 ,7,2,74,120,SHM - Sertifikat Hak Milik,1300,1,2,1,4
P476,gubeng,950000000 ,950 ,7,2,74,120,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P477,gubeng,950000000 ,950 ,7,2,74,120,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P478,gubeng,950000000 ,950 ,7,2,74,120,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P479,gubeng,950000000 ,950 ,7,2,74,120,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P480,gubeng,950000000 ,950 ,7,2,74,120,SHM - Sertifikat Hak Milik,1300,0,2,1,4
P481,rungkut,950000000 ,950 ,2,1,78,75,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P482,rungkut,950000000 ,950 ,2,1,78,75,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P483,wiyung,950000000 ,950 ,3,3,80,102,SHM - Sertifikat Hak Milik,2200,1,2,1,4
P484,wiyung,950000000 ,950 ,3,2,84,113,SHM - Sertifikat Hak Milik,1300,1,2,1,2
P485,sukomanunggal,950000000 ,950 ,2,1,85,85,SHM - Sertifikat Hak Milik,1300,0,1,0,4
P486,tambaksari,950000000 ,950 ,3,2,89,65,SHM - Sertifikat Hak Milik,2200,0,1,1,2
P487,pakal,950000000 ,950 ,3,2,90,80,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P488,pakal,950000000 ,950 ,3,2,90,80,SHM - Sertifikat Hak Milik,2200,0,2,0,2
P489,sukolilo,950000000 ,950 ,2,1,90,75,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P490,sukolilo,950000000 ,950 ,2,1,90,60,SHM - Sertifikat Hak Milik,1300,1,1,1,2
P491,wiyung,950000000 ,950 ,3,1,90,120,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P492,rungkut,950000000 ,950 ,5,2,95,80,SHM - Sertifikat Hak Milik,2200,1,2,1,2
P493,jambangan,950000000 ,950 ,3,1,96,96,SHM - Sertifikat Hak Milik,1300,1,1,1,1
P494,tambaksari,950000000 ,950 ,2,1,107,107,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P495,tambaksari,950000000 ,950 ,2,1,107,107,SHM - Sertifikat Hak Milik,2200,0,1,0,2
P496,tambaksari,950000000 ,950 ,2,2,107,108,SHM - Sertifikat Hak Milik,2200,1,1,1,2
P497,sukolilo,950000000 ,950 ,4,2,110,120,SHM - Sertifikat Hak Milik,1300,0,1,0,2
P498,sukolilo,950000000 ,950 ,4,2,110,110,SHM - Sertifikat Hak Milik,1300,0,2,0,2
